Date,Open,High,Low,Close,Adj Close,Volume,Stock_Split,Prev_Close,Price_Change,10_day_SMA,50_day_SMA,20_day_EMA,Gain,Loss,Avg_Gain,Avg_Loss,RS,RSI,Low_14,High_14,%K,%D,SMA_20,STD_20,Upper_Band,Lower_Band
2018-02-22,283.880005,284.5,274.450012,278.140015,278.140015,8891500,1.0,281.040009,-2.8999939999999924,267.8309997999999,266.37307630769226,263.0,0.0,2.8999939999999924,3.4446164615384633,1.6076918461538479,2.1425850170100516,68.17906295017502,236.110001,286.640015,83.17831457557087,85.82937122057889,267.533636,12.3218260412795,292.177288082559,242.889983917441
2018-02-23,281.0,286.0,277.809998,285.929993,285.929993,7301800,1.0,278.140015,7.789978000000019,271.41399850000005,267.7699989285714,264.0,7.789978000000019,0.0,3.7549994285714314,1.4928567142857159,2.515311344108519,71.55301758190072,236.110001,286.640015,98.59485097312663,90.23021050419659,269.06666575,12.892907698753547,294.8524811475071,243.28085035249293
2018-02-26,288.75,295.649994,287.01001,294.160004,294.160004,10268600,1.0,285.929993,8.23001099999999,275.8829988,269.5293325999999,265.0,8.23001099999999,0.0,4.34285735714286,1.4928567142857159,2.909091887777574,74.41861105576294,236.110001,295.649994,97.49749718647098,93.09022091172282,270.99692253846155,14.170793897546957,299.33851033355546,242.65533474336763
2018-02-27,294.769989,297.359985,290.589996,290.609985,290.609985,9416500,1.0,294.160004,-3.5500190000000202,279.14899610000003,270.8468733749999,266.0,0.0,3.5500190000000202,3.524285500000001,1.746429500000003,2.0179947143586356,66.86541579273397,236.110001,297.359985,88.97958895793344,95.02397903917701,272.3978555714286,14.58906974490265,301.57599506123387,243.2197160816233
2018-02-28,293.100006,295.75,290.779999,291.380005,291.380005,7653500,1.0,290.609985,0.7700199999999882,282.4599977,272.05470464705877,266.0,0.7700199999999882,0.0,3.5792869285714284,1.6635721428571446,2.1515670023327575,68.26975281630344,236.110001,297.359985,90.23676479654263,92.23795031364902,273.6633322,14.888233510172542,303.4397992203451,243.88686517965493
2018-03-01,292.75,295.25,283.829987,290.390015,290.390015,11932100,1.0,291.380005,-0.9899899999999775,284.8989992,273.07333299999993,267.0,0.0,0.9899899999999775,3.5792869285714284,0.701429142857143,5.102848897882771,83.61421007249704,236.110001,297.359985,88.6204541702411,89.27893597490572,274.708749875,14.978937448734516,304.66662477246905,244.750874977531
2018-03-02,284.649994,301.179993,283.230011,301.049988,301.049988,13345300,1.0,290.390015,10.65997299999998,286.9769991,274.5457885263157,267.0,10.65997299999998,0.0,4.34071357142857,0.656428785714285,6.612619168894727,86.86391663875668,249.0,301.179993,99.7508527837479,92.8693572501772,276.25823447058826,15.848055854053241,307.9543461786947,244.56212276248178
2018-03-05,302.850006,316.910004,297.600006,315.0,315.0,18986100,1.0,301.049988,13.950012000000015,290.6250002,276.56849909999994,268.0,13.950012000000015,0.0,4.731427928571427,0.656428785714285,7.207831270566511,87.81651368022116,254.699997,316.910004,96.92974797446975,95.10035164281959,278.4105547777778,17.88215294529493,314.17486066836767,242.64624888718794
2018-03-06,319.880005,325.790009,316.5,325.220001,325.220001,18525800,1.0,315.0,10.220001000000025,295.2920015,278.8852372857142,269.0,10.220001000000025,0.0,5.4385725,0.656428785714285,8.285091419447859,89.23004680486532,260.329987,325.790009,99.1292273015124,98.60327601991003,280.87420984210524,20.42862319786873,321.73145623784274,240.01696344636778
2018-03-07,320.0,323.73999,314.549988,321.160004,321.160004,17132200,1.0,325.220001,-4.05999700000001,299.30400099999997,280.806817590909,270.0,0.0,4.05999700000001,4.8864288571428585,0.9464285714285714,5.163019169811323,83.77418644260659,267.630005,325.790009,92.0391941513622,96.03272314244812,282.88849955,21.829137425486405,326.5467744009728,239.2302246990272
2018-03-08,322.200012,322.920013,314.130005,317.0,317.0,11340100,1.0,321.160004,-4.160004000000015,303.1899995,282.3804342173912,270.0,0.0,4.160004000000015,3.867143928571429,1.2435717142857154,3.109707212014423,75.66736634968606,274.450012,325.790009,82.8788283723507,91.3490832750751,285.51049965,22.645873770162698,330.8022471903254,240.2187521096746
2018-03-09,321.329987,331.440002,320.230011,331.440002,331.440002,14500200,1.0,317.0,14.440001999999993,307.74100039999996,284.42458287499994,271.0,14.440001999999993,0.0,4.898572642857142,1.1185717142857154,4.379310311798127,81.41025629611369,274.450012,331.440002,100.0,91.63934084123764,289.57749945,23.24773079541615,336.0729610408323,243.0820378591677
2018-03-12,333.559998,333.980011,318.600006,321.299988,321.299988,20369200,1.0,331.440002,-10.140014000000008,310.4549988,285.8995990799999,271.0,0.0,10.140014000000008,4.896429857142858,1.8428584285714302,2.656975588156565,72.65499930492871,274.450012,333.980011,78.69977622542878,87.19286819925982,293.1689988,22.2526287647027,337.6742563294054,248.66374127059458
2018-03-13,323.869995,325.839996,313.279999,315.880005,315.880005,12917200,1.0,321.299988,-5.419983000000002,312.9820008,287.05269161538456,272.0,0.0,5.419983000000002,4.718571214285715,2.2300000714285733,2.1159511493929792,67.90707068065522,274.450012,333.980011,69.59515151344112,82.76497591295663,296.06549845,21.171018943236454,338.4075363364729,253.7234605635271
2018-03-14,318.160004,323.880005,317.700012,321.549988,321.549988,10475100,1.0,315.880005,5.669983000000002,315.99899909999993,288.3303692592592,272.0,5.669983000000002,0.0,5.123570000000001,2.022857642857145,2.532837650781652,71.69414224911392,277.809998,333.980011,77.870713684898,75.38854714125597,299.22949839999995,19.91662830555317,339.0627550111063,259.39624178889363
2018-03-15,323.170013,323.399994,318.140015,321.089996,321.089996,5642900,1.0,321.549988,-0.45999199999999973,319.06899719999996,289.50035592857137,272.0,0.0,0.45999199999999973,4.567143,2.0557142142857168,2.221681870107081,68.960312025881,283.230011,333.980011,74.60095566502461,74.02227362112126,301.9839982,18.860577078029664,339.70515235605933,264.2628440439406
2018-03-16,321.420013,324.109985,318.369995,318.450012,318.450012,7333700,1.0,321.089996,-2.63998399999997,320.8089996,290.4986199310344,273.0,0.0,2.63998399999997,3.9792850714285715,2.2442845,1.7730751477491251,63.938950561376274,283.230011,333.980011,69.39901674876853,73.95689536623038,303.89299934999997,18.475377203926158,340.84375375785226,266.9422449421477
2018-03-19,315.799988,317.0,307.339996,313.480011,313.480011,9925200,1.0,318.450012,-4.970001000000025,320.65700069999997,291.2646662999999,273.0,0.0,4.970001000000025,3.9792850714285715,2.345711785714286,1.6964083548810114,62.91362922868081,283.230011,333.980011,59.60591133004927,67.86862791461414,305.64100045,17.580585396761652,340.8021712435233,270.4798296564767
2018-03-20,313.26001,319.5,312.799988,317.5,317.5,5991900,1.0,313.480011,4.01998900000001,319.8850006,292.11096738709665,273.0,4.01998900000001,0.0,4.211425714285716,2.345711785714286,1.795372193606175,64.22658842041538,283.230011,333.980011,67.52707192118228,65.5106666666667,307.58850105,16.548684822897865,340.6858706957957,274.4911314042043
2018-03-21,316.350006,319.399994,314.51001,316.480011,316.480011,5263900,1.0,317.5,-1.0199890000000096,319.4170013,292.8724999999999,273.0,0.0,1.0199890000000096,4.211425714285716,2.347854571428574,1.7937336347554247,64.20560687821106,283.230011,333.980011,65.51724137931035,64.21674154351398,309.36050114999995,15.414888991796243,340.1902791335924,278.5307231664075
2018-03-22,313.070007,314.119995,305.660004,306.700012,306.700012,8063300,1.0,316.480011,-9.779998999999975,318.3870025,293.2915155151514,274.0,0.0,9.779998999999975,3.4499990714285746,3.0464259285714297,1.1324743001535553,53.10611715564441,297.600006,333.980011,25.013756870016955,52.68602339016986,310.78850099999994,13.58469151113535,337.95788402227066,283.6191179777292
2018-03-23,307.410004,309.369995,300.359985,300.940002,300.940002,9529900,1.0,306.700012,-5.7600100000000225,315.3370025,293.51647099999985,274.0,0.0,5.7600100000000225,2.4535696428571447,3.457855214285717,0.7095640189677445,41.50555411175464,300.359985,333.980011,1.7252128240471856,30.752070357791496,311.53900145,12.511290731637212,336.56158291327444,286.51641998672557
2018-03-26,309.359985,321.029999,302.0,320.350006,320.350006,11988300,1.0,300.940002,19.410004000000015,315.2420043,294.2831434285713,274.0,19.410004000000015,0.0,3.10999842857143,3.457855214285717,0.8994009973936565,47.351822949856704,300.359985,333.980011,59.4586720426689,28.73254724557768,312.8485015499999,11.954791944379217,336.75808543875837,288.9389176612415
2018-03-27,322.48999,322.899994,297.0,300.690002,300.690002,12068600,1.0,320.350006,-19.660004000000015,313.723004,294.4611117222221,274.0,0.0,19.660004000000015,3.10999842857143,4.572141428571432,0.6802060866133686,40.483491402200265,297.0,333.980011,9.978369124876663,23.720751330530916,313.35250239999993,11.15352461181572,335.6595516236314,291.0454531763685
2018-03-28,298.390015,298.799988,281.609985,285.769989,285.769989,18972900,1.0,300.690002,-14.920012999999983,310.1450041,294.2262165135134,274.0,0.0,14.920012999999983,3.10999842857143,5.340713500000001,0.5823189033771292,36.80161452500448,281.609985,333.980011,7.943482785362786,25.79350798430278,313.07200159999996,11.787709709142808,336.64742101828557,289.49658218171436
2018-03-29,287.0,295.350006,275.899994,295.350006,295.350006,19145500,1.0,285.769989,9.580016999999998,307.5710051,294.25578992105255,274.0,9.580016999999998,0.0,2.7628566428571446,5.340713500000001,0.517319763147217,34.09431391536053,275.899994,333.980011,33.48830287015931,17.13671826013292,313.32000114999994,11.32862801174459,335.97725717348914,290.66274512651074
2018-04-02,291.940002,292.869995,275.049988,280.290009,280.290009,13405800,1.0,295.350006,-15.05999700000001,303.75500479999994,293.8976929743589,274.0,0.0,15.05999700000001,2.7628566428571446,5.692140857142858,0.48538093350064193,32.6772023629474,275.049988,325.839996,10.317031255439087,17.24960563698706,312.2820022,13.292848814039012,338.86769982807806,285.696304571922
2018-04-03,285.450012,291.25,278.01001,283.670013,283.670013,12694900,1.0,280.290009,3.3800039999999854,300.774005,293.6420009749999,274.0,3.3800039999999854,0.0,3.004285500000001,5.304999214285715,0.5663121479659841,36.15576554784422,275.049988,324.109985,17.57037408705915,20.45856940421918,310.71550285,14.72462450943667,340.16475186887334,281.2662538311267
2018-04-04,273.630005,290.309998,271.220001,288.940002,288.940002,12914000,1.0,283.670013,5.26998900000001,297.9180052,293.52731807317065,274.0,5.26998900000001,0.0,2.9757145000000014,5.304999214285715,0.5609264732757671,35.93548337344835,271.220001,324.109985,33.50350985169513,20.463638398064457,308.9015029000001,15.074301635647394,339.0501061712949,278.7528996287053
2018-04-05,293.149994,299.160004,289.109985,293.970001,293.970001,10655200,1.0,288.940002,5.029999000000032,295.66700419999995,293.53785814285703,274.0,5.029999000000032,0.0,3.3350001428571465,5.272142642857143,0.632570165258238,38.746889948107,271.220001,324.109985,43.01381524335498,31.36256639403642,307.54200275000005,15.136520689102865,337.8150441282058,277.2689613717943
2018-04-06,289.100006,298.850006,285.649994,288.850006,288.850006,11444800,1.0,293.970001,-5.119995000000017,293.8820036000001,293.4288383255813,274.0,0.0,5.119995000000017,3.3350001428571465,5.449286285714289,0.6120067781353492,37.965521388394755,271.220001,322.899994,34.113791385381944,36.87703882681068,306.13450305000003,15.514826245735959,337.1641555414719,275.10485055852814
2018-04-09,291.769989,299.549988,289.119995,289.929993,289.929993,9853600,1.0,288.850006,1.079987000000017,292.78100270000004,293.3493191136363,274.0,1.079987000000017,0.0,3.412142071428576,5.094286214285717,0.669797873126962,40.11251205348938,271.220001,322.899994,36.20354979537248,37.7770521413698,304.0590025999999,14.706873906201466,333.4727504124029,274.64525478759697
2018-04-10,297.679993,298.950012,291.690002,298.070007,298.070007,10660500,1.0,289.929993,8.140013999999951,290.5530028,293.45422328888884,274.0,8.140013999999951,0.0,3.706429571428572,5.094286214285717,0.7275660250566154,42.1150922456218,271.220001,322.899994,51.95435301239295,40.75723139771579,302.89750354999995,14.181503059742194,331.26050966948435,274.53449743051556
2018-04-11,302.880005,311.640015,301.820007,303.670013,303.670013,14877400,1.0,298.070007,5.600006000000008,290.8510039,293.67630567391296,274.0,5.600006000000008,0.0,4.106430000000001,5.021429857142858,0.8177810139394275,44.987872998363144,271.220001,322.899994,62.79027940270808,50.316060736824504,302.28700395,13.852194930302986,329.9913938106059,274.58261408939404
2018-04-12,309.720001,311.130005,306.75,309.25,309.25,10249400,1.0,303.670013,5.579987000000017,293.199005,294.00766087234035,274.0,5.579987000000017,0.0,4.505000500000002,4.322858500000003,1.042134619951127,51.03163179203473,271.220001,322.899994,73.58746933266805,62.77736724925635,301.67200455,13.210121832174332,328.0922482143487,275.2517608856513
2018-04-13,317.290009,317.48999,308.230011,311.649994,311.649994,12046600,1.0,309.25,2.3999939999999924,294.8290038,294.3752094791666,274.0,2.3999939999999924,0.0,4.676428642857145,3.911429214285716,1.1955805376145938,54.45395953971891,271.220001,322.899994,78.23142120007638,71.53638997848418,301.20000444999994,12.635966330949568,326.4719371118991,275.9280717881008
2018-04-16,315.98999,316.100006,304.0,307.779999,307.779999,20307900,1.0,311.649994,-3.869995000000017,297.5780028,294.64877661224483,274.0,0.0,3.869995000000017,3.2899997857142864,4.187857428571432,0.7856045344973877,43.996557990289816,271.220001,322.899994,70.74303976782655,74.18731010019032,300.6665038,12.082450008941626,324.83140381788326,276.5016037821167
2018-04-17,329.660004,338.619995,323.769989,336.059998,336.059998,33866500,1.0,307.779999,28.279999000000032,302.8170013,295.47700103999995,274.0,28.279999000000032,0.0,5.309999714285717,2.7835714285714306,1.9076211444701048,65.60762388518661,271.220001,338.619995,96.20178452834875,81.72541516541723,301.79550315,14.2103502687077,330.2162036874154,273.37480261258463
2018-04-18,336.299988,338.820007,331.100006,334.519989,334.519989,11221100,1.0,336.059998,-1.5400089999999977,307.375,297.08220092000005,274.0,0.0,1.5400089999999977,5.309999714285717,1.8278568571428602,2.905041329432014,74.39207640484949,271.220001,338.820007,93.63902719180237,86.86128382932588,302.6465026,15.63821868975771,333.92293997951543,271.3700652204846
2018-04-19,332.880005,335.309998,326.769989,332.700012,332.700012,8438800,1.0,334.519989,-1.8199769999999944,311.24800109999995,298.42180114,274.0,0.0,1.8199769999999944,4.625712785714289,1.9578552142857168,2.3626429329208007,70.2614871710034,271.220001,338.820007,90.9467537621225,93.59585516075788,303.45750265000004,16.772811400041796,337.00312545008364,269.91187984991643
2018-04-20,332.220001,336.51001,326.0,327.769989,327.769989,9158700,1.0,332.700012,-4.930023000000006,315.13999939999997,299.68600096,274.0,0.0,4.930023000000006,4.625712785714289,1.2342856428571451,3.7476841867872754,78.93709942243035,271.220001,338.820007,83.65382097747155,89.41320064379882,304.5110015000001,17.627136334970558,339.7652741699412,269.25672883005893
2018-04-23,329.149994,331.220001,317.079987,318.690002,318.690002,8968000,1.0,327.769989,-9.079987000000017,318.0160003,301.05780088,274.0,0.0,9.079987000000017,4.384283928571433,1.8828561428571464,2.328528361130387,69.95669282323932,271.220001,338.820007,70.22188873770219,81.6074878257654,305.39850150000007,17.882866932539123,341.1642353650783,269.63276763492183
2018-04-24,319.220001,320.25,302.309998,307.019989,307.019989,13893200,1.0,318.690002,-11.670012999999983,318.91099849999995,302.20880064,274.0,0.0,11.670012999999983,4.007856142857146,2.7164285000000024,1.4754138173918963,59.602713979612375,285.649994,338.820007,40.19181827170143,64.68917599562506,304.73200065000003,17.54143805550798,339.81487676101597,269.6491245389841
2018-04-25,306.369995,309.980011,292.619995,305.76001,305.76001,14919700,1.0,307.019989,-1.259978999999987,319.11999819999994,303.16500060000004,274.0,0.0,1.259978999999987,3.6485705000000013,2.8064270000000016,1.300076752397265,56.52318997799767,285.649994,338.820007,37.82210096506848,49.4119359914907,304.9855010500001,17.516567696011823,340.01863644202376,269.95236565797643
2018-04-26,310.0,316.630005,305.579987,313.980011,313.980011,9266700,1.0,305.76001,8.220000999999968,319.5929993,304.27920104000003,274.0,8.220000999999968,0.0,4.235713428571428,2.4407130714285716,1.7354409570528608,63.44282272217672,289.119995,338.820007,50.020140840207425,42.678020025659116,306.3960021500001,17.01647463638706,340.42895142277416,272.363052877226
2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400,1.0,313.980011,-2.220000999999968,319.6040009,305.19440124,274.0,0.0,2.220000999999968,4.158571499999998,2.5992845714285693,1.599890810614262,61.536846243026055,291.690002,338.820007,42.584353640531205,43.47553181526903,307.21650235000004,16.8506471993001,340.91779674860027,273.5152079513998
2018-04-30,311.070007,317.880005,310.119995,312.459991,312.459991,6088800,1.0,311.76001,0.6999809999999798,320.0720001000001,305.83820128,274.0,0.6999809999999798,0.0,3.6271405714285714,2.5992845714285693,1.3954380414127152,58.253981830803376,292.619995,338.820007,42.943703131505686,45.18273253741477,308.82500145,15.636756043427049,340.0985135368541,277.5514893631459
2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600,1.0,312.459991,0.8399969999999826,317.7959991000001,306.53380126,274.0,0.8399969999999826,0.0,3.2871399285714267,2.5992845714285693,1.2646325703248458,55.842726404992185,292.619995,338.820007,44.76187798392777,43.42997825198822,310.30650019999996,14.48957872594065,339.28565765188125,281.32734274811867
2018-05-02,311.649994,317.100006,310.399994,313.359985,313.359985,5697100,1.0,313.299988,0.05999700000000985,315.67999870000006,307.2300012,274.0,0.05999700000000985,0.0,2.8928549285714262,2.5992845714285693,1.1129427536983802,52.67264111866475,292.619995,338.820007,44.89174158656062,44.19910756733136,311.52749934999997,13.595644982003025,338.718789314006,284.3362093859939
2018-05-03,312.589996,312.589996,305.730011,311.690002,311.690002,6135800,1.0,313.359985,-1.669983000000002,313.5789977,307.84300106,274.0,0.0,1.669983000000002,2.7214267857142835,2.7185690714285693,1.0010511832550983,50.026265776305344,292.619995,338.820007,41.27706070725694,43.64356009258177,312.4134994,12.95346006221711,338.3204195244342,286.50657927556574
2018-05-04,308.709991,320.980011,307.670013,320.089996,320.089996,8209500,1.0,311.690002,8.399993999999992,312.81099839999996,308.68200068,275.0,8.399993999999992,0.0,3.3214263571428546,2.442140857142854,1.360047004425743,57.62796257342661,292.619995,338.820007,59.45886117951657,48.54255449111138,313.97549889999993,11.79416437807406,337.5638276561481,290.3871701438518
2018-05-07,321.98999,329.019989,319.339996,326.26001,326.26001,7117800,1.0,320.089996,6.170014000000037,313.5679992,309.48860102,275.0,6.170014000000037,0.0,1.742141714285712,2.442140857142854,0.7133665976678777,41.63537439324809,292.619995,338.820007,72.81386636869279,57.84992941848876,315.79199974999995,10.636761741050552,337.06552323210104,294.51847626789885
2018-05-08,325.899994,327.350006,323.049988,326.890015,326.890015,4735700,1.0,326.26001,0.6300049999999828,315.5550018,310.14320124,275.0,0.6300049999999828,0.0,1.787142071428568,2.3321402142857113,0.7663098730004682,43.38479248257392,292.619995,336.51001,78.08158643828212,70.11810466216383,317.23300014999995,10.045267486899483,337.32353512379893,297.142465176201
2018-05-09,328.790009,331.950012,327.51001,330.299988,330.299988,5633400,1.0,326.890015,3.4099729999999795,318.0089996,310.9370013,275.0,3.4099729999999795,0.0,2.0307115714285664,2.2021418571428546,0.9221529325378209,47.97500328552428,292.619995,336.51001,85.85094582446592,78.91546621048028,318.56449889999993,9.916956110355933,338.3984111207118,298.7305866792881
2018-05-10,331.5,332.059998,327.339996,329.600006,329.600006,5302300,1.0,330.299988,-0.6999819999999772,319.5709991,311.70140132000006,275.0,0.0,0.6999819999999772,2.0307115714285664,1.8999960714285666,1.0687977738299834,51.662747676458906,292.619995,332.059998,93.76269824320246,85.89841016865017,319.5819992,9.954873816604497,339.491746833209,299.672251566791
2018-05-11,329.649994,331.26001,324.869995,326.459991,326.459991,4589700,1.0,329.600006,-3.1400150000000053,321.04099720000005,312.42280084000004,275.0,0.0,3.1400150000000053,2.0307115714285664,1.4757123571428516,1.3760890200582563,57.91403472015193,292.619995,332.059998,85.80120037009124,88.47161481258654,320.32249905,9.884368322433149,340.09123569486627,300.5537624051337
2018-05-14,327.25,330.5,327.040009,328.529999,328.529999,4089800,1.0,326.459991,2.070007999999973,322.64799800000003,312.97240106000004,275.0,2.070007999999973,0.0,2.178569285714279,0.6421399999999957,3.3926702677208915,77.23480391076922,292.619995,332.059998,91.04969895666582,90.20453252331986,321.35999905,9.582974564194217,340.52594817838843,302.19404992161157
2018-05-15,325.940002,326.940002,322.429993,326.130005,326.130005,4746100,1.0,328.529999,-2.3999939999999924,323.9309997,313.19500116,275.0,0.0,2.3999939999999924,2.178569285714279,0.7235696428571389,3.0108633042036206,75.06771175791653,305.579987,332.059998,77.60577591905069,84.81889174860258,320.8634994,9.022099703231381,338.9076988064628,302.81929999353724
2018-05-16,326.279999,329.720001,325.140015,328.190002,328.190002,3671700,1.0,326.130005,2.05999700000001,325.41400139999996,313.25440118000006,275.0,2.05999700000001,0.0,1.7385689999999963,0.7235696428571389,2.402766640588953,70.6121487124101,305.730011,332.059998,85.30194488892072,84.65247325487907,320.54700005,8.61987261301586,337.78674527603175,303.30725482396826
2018-05-17,327.529999,330.450012,323.170013,325.220001,325.220001,4935700,1.0,328.190002,-2.970000999999968,326.7670013,313.33560112000004,275.0,0.0,2.970000999999968,1.7385689999999963,0.7771410714285675,2.2371343684153753,69.10848033504662,305.730011,332.059998,74.02202667247812,78.97658249348318,320.17299949999995,8.217713805591751,336.60842711118346,303.73757188881643
2018-05-18,324.899994,326.420013,322.799988,324.179993,324.179993,3577700,1.0,325.220001,-1.0400080000000003,327.176001,313.47920098000003,275.0,0.0,1.0400080000000003,1.6885703571428547,0.8514273571428532,1.983223046542942,66.47920774281918,305.730011,332.059998,70.07212726690682,76.46536627610188,319.9934996999999,8.081111594666405,336.1557228893327,303.8312765106671
2018-05-21,327.109985,331.880005,325.450012,331.820007,331.820007,6657300,1.0,324.179993,7.640013999999951,327.73200069999996,313.48680107999996,275.0,7.640013999999951,0.0,2.1742858571428525,0.8514273571428532,2.5536950849678286,71.86027568234508,305.730011,332.059998,99.088525945721,81.06089329503531,320.64999995,8.492505192975567,337.6350103359511,303.6649895640489
2018-05-22,334.049988,336.630005,331.149994,331.619995,331.619995,5964400,1.0,331.820007,-0.20001199999995833,328.2049987,313.69320122,275.0,0.0,0.20001199999995833,2.1700003571428517,0.8657139285714217,2.506602106684051,71.48236470588246,305.730011,336.630005,83.78637225625361,84.31567515629382,321.88000025,8.19061022963275,338.2612207092655,305.49877979073455
2018-05-23,329.040009,345.0,328.089996,344.720001,344.720001,10049100,1.0,331.619995,13.100006000000008,329.64700000000005,314.27000114,275.0,13.100006000000008,0.0,3.1057150714285666,0.7464294285714216,4.16076182496253,80.62301586632007,307.670013,345.0,99.24993544733896,94.04161121643786,323.8279998,8.767623834628683,341.3632474692574,306.2927521307426
2018-05-24,344.339996,354.0,341.119995,349.290009,349.290009,14758600,1.0,344.720001,4.570007999999973,331.6160003,314.82480156,275.0,4.570007999999973,0.0,2.832144642857137,0.7464294285714216,3.794256408509415,79.14170801909799,319.339996,354.0,86.41087577485565,89.8157278261494,325.59349970000005,10.12954136636056,345.8525824327212,305.3344169672789
2018-05-25,349.899994,354.359985,348.829987,351.290009,351.290009,7817400,1.0,349.290009,2.0,334.09900209999995,315.42880182,275.0,2.0,0.0,2.534286499999991,0.7464294285714216,3.3952124648278112,77.24797133238981,322.429993,354.359985,90.38529041911441,92.01536721376966,327.56999965,11.098503145733742,349.76700594146746,305.37299335853254
2018-05-29,351.5,356.100006,346.709991,349.730011,349.730011,9717900,1.0,351.290009,-1.5599980000000073,336.2190033,316.0544018,275.0,0.0,1.5599980000000073,2.4892861428571353,0.8578578571428507,2.901746626355861,74.3704526263927,322.429993,356.100006,81.08110323568921,85.95908980988644,329.43350065,11.547749134811863,352.5289989196237,306.3380023803763
2018-05-30,352.369995,354.0,349.26001,353.540009,353.540009,5685500,1.0,349.730011,3.8099980000000073,338.96000369999996,316.85560176,275.0,3.8099980000000073,0.0,2.5178593571428514,0.8578578571428507,2.9350542589057116,74.58738979934454,322.429993,356.100006,92.39680424239809,87.95439929906723,331.4455017,12.082022838274826,355.6095473765497,307.28145602345035
2018-05-31,353.799988,355.529999,350.209991,351.600006,351.600006,6921700,1.0,353.540009,-1.9400029999999902,341.30100410000006,317.53760188,275.0,0.0,1.9400029999999902,2.5178593571428514,0.9464307857142801,2.660373473843203,72.68038337765431,322.429993,356.100006,86.63499179522147,86.70429975776959,333.35750275,12.0950912409169,357.5476852318338,309.1673202681662
