Date,Open,High,Low,Close,Volume,Price_Range,Daily_Change,MA_10,MA_50,RSI,Upper_BB,Lower_BB,Stoch_Osc
2018-03-08,322.200012,322.920013,314.130005,317.0,11340100,8.790008,-5.200012000000015,303.1899995,282.3804342173912,75.66736634968606,330.8022471903254,240.2187521096746,274.5372339733147
2018-03-09,321.329987,331.440002,320.230011,331.440002,14500200,11.209991000000002,10.110014999999976,307.74100039999996,284.42458287499994,81.41025629611369,336.0729610408323,243.0820378591677,376.2658473553264
2018-03-12,333.559998,333.980011,318.600006,321.299988,20369200,15.380004999999983,-12.260010000000023,310.4549988,285.8995990799999,72.65499930492871,337.6742563294054,248.66374127059458,236.0645830535591
2018-03-13,323.869995,325.839996,313.279999,315.880005,12917200,12.55999700000001,-7.989990000000034,312.9820008,287.05269161538456,67.90707068065522,338.4075363364729,253.7234605635271,155.95243972499176
2018-03-14,318.160004,323.880005,317.700012,321.549988,10475100,6.179992999999968,3.38998399999997,315.99899909999993,288.3303692592592,71.69414224911392,339.0627550111063,259.39624178889363,184.09065856761595
2018-03-15,323.170013,323.399994,318.140015,321.089996,5642900,5.259978999999987,-2.080016999999998,319.06899719999996,289.50035592857137,68.960312025881,339.70515235605933,264.2628440439406,155.9283796657406
2018-03-16,321.420013,324.109985,318.369995,318.450012,7333700,5.7399899999999775,-2.970000999999968,320.8089996,290.4986199310344,63.938950561376274,340.84375375785226,266.9422449421477,111.63045827044638
2018-03-19,315.799988,317.0,307.339996,313.480011,9925200,9.660004000000015,-2.3199769999999944,320.65700069999997,291.2646662999999,62.91362922868081,340.8021712435233,270.4798296564767,50.67057258713524
2018-03-20,313.26001,319.5,312.799988,317.5,5991900,6.700012000000015,4.2399899999999775,319.8850006,292.11096738709665,64.22658842041538,340.6858706957957,274.4911314042043,73.12970494621197
2018-03-21,316.350006,319.399994,314.51001,316.480011,5263900,4.88998399999997,0.13000499999998283,319.4170013,292.8724999999999,64.20560687821106,340.1902791335924,278.5307231664075,44.85267231878747
2018-03-22,313.070007,314.119995,305.660004,306.700012,8063300,8.459991000000002,-6.36999499999996,318.3870025,293.2915155151514,53.10611715564441,337.95788402227066,283.6191179777292,-72.09311843949264
2018-03-23,307.410004,309.369995,300.359985,300.940002,9529900,9.010010000000023,-6.470002000000022,315.3370025,293.51647099999985,41.50555411175464,336.56158291327444,286.51641998672557,-146.34566921714867
2018-03-26,309.359985,321.029999,302.0,320.350006,11988300,19.029998999999975,10.990021000000013,315.2420043,294.2831434285713,47.351822949856704,336.75808543875837,288.9389176612415,81.19801485635764
2018-03-27,322.48999,322.899994,297.0,300.690002,12068600,25.899993999999992,-21.799987999999985,313.723004,294.4611117222221,40.483491402200265,335.6595516236314,291.0454531763685,-101.13600960441285
2018-03-28,298.390015,298.799988,281.609985,285.769989,18972900,17.19000299999999,-12.620025999999996,310.1450041,294.2262165135134,36.80161452500448,336.64742101828557,289.49658218171436,-207.94061195615708
2018-03-29,287.0,295.350006,275.899994,295.350006,19145500,19.450012000000015,8.350006000000008,307.5710051,294.25578992105255,34.09431391536053,335.97725717348914,290.66274512651074,-89.69828258178842
2018-04-02,291.940002,292.869995,275.049988,280.290009,13405800,17.820007000000032,-11.649992999999995,303.75500479999994,293.8976929743589,32.6772023629474,338.86769982807806,285.696304571922,-188.06070420922035
2018-04-03,285.450012,291.25,278.01001,283.670013,12694900,13.239989999999977,-1.779999000000032,300.774005,293.6420009749999,36.15576554784422,340.16475186887334,281.2662538311267,-138.2957599564742
2018-04-04,273.630005,290.309998,271.220001,288.940002,12914000,19.089996999999983,15.30999700000001,297.9180052,293.52731807317065,35.93548337344835,339.0501061712949,278.7528996287053,-62.17480181268981
2018-04-05,293.149994,299.160004,289.109985,293.970001,10655200,10.05001900000002,0.8200070000000323,295.66700419999995,293.53785814285703,38.746889948107,337.8150441282058,277.2689613717943,-7.173885055647659
2018-04-06,289.100006,298.850006,285.649994,288.850006,11444800,13.200012000000015,-0.25,293.8820036000001,293.4288383255813,37.965521388394755,337.1641555414719,275.10485055852814,-27.012156960021905
2018-04-09,291.769989,299.549988,289.119995,289.929993,9853600,10.429992999999968,-1.839995999999985,292.78100270000004,293.3493191136363,40.11251205348938,333.4727504124029,274.64525478759697,-9.76037990080882
2018-04-10,297.679993,298.950012,291.690002,298.070007,10660500,7.2600100000000225,0.390013999999951,290.5530028,293.45422328888884,42.1150922456218,331.26050966948435,274.53449743051556,59.527295917991744
2018-04-11,302.880005,311.640015,301.820007,303.670013,14877400,9.82000800000003,0.7900080000000003,290.8510039,293.67630567391296,44.987872998363144,329.9913938106059,274.58261408939404,103.61599668557149
2018-04-12,309.720001,311.130005,306.75,309.25,10249400,4.380004999999983,-0.47000100000002476,293.199005,294.00766087234035,51.03163179203473,328.0922482143487,275.2517608856513,145.10132658917473
2018-04-13,317.290009,317.48999,308.230011,311.649994,12046600,9.259978999999987,-5.640015000000005,294.8290038,294.3752094791666,54.45395953971891,326.4719371118991,275.9280717881008,158.0358452732828
2018-04-16,315.98999,316.100006,304.0,307.779999,20307900,12.100006000000008,-8.209991000000002,297.5780028,294.64877661224483,43.996557990289816,324.83140381788326,276.5016037821167,134.12969345874887
2018-04-17,329.660004,338.619995,323.769989,336.059998,33866500,14.850006000000008,6.399993999999992,302.8170013,295.47700103999995,65.60762388518661,330.2162036874154,273.37480261258463,349.6743273004721
2018-04-18,336.299988,338.820007,331.100006,334.519989,11221100,7.720000999999968,-1.7799989999999752,307.375,297.08220092000005,74.39207640484949,333.92293997951543,271.3700652204846,327.1830893268565
2018-04-19,332.880005,335.309998,326.769989,332.700012,8438800,8.540008999999998,-0.17999299999996765,311.24800109999995,298.42180114,70.2614871710034,337.00312545008364,269.91187984991643,301.41358037924476
2018-04-20,332.220001,336.51001,326.0,327.769989,9158700,10.510010000000023,-4.450012000000015,315.13999939999997,299.68600096,78.93709942243035,339.7652741699412,269.25672883005893,236.3175477946845
2018-04-23,329.149994,331.220001,317.079987,318.690002,8968000,14.140014000000008,-10.459992,318.0160003,301.05780088,69.95669282323932,341.1642353650783,269.63276763492183,125.1073509586574
2018-04-24,319.220001,320.25,302.309998,307.019989,13893200,17.940001999999993,-12.200012000000015,318.91099849999995,302.20880064,59.602713979612375,339.81487676101597,269.6491245389841,-3.408864498961364
2018-04-25,306.369995,309.980011,292.619995,305.76001,14919700,17.360015999999973,-0.6099849999999947,319.11999819999994,303.16500060000004,56.52318997799767,340.01863644202376,269.95236565797643,-16.67819259633224
2018-04-26,310.0,316.630005,305.579987,313.980011,9266700,11.050017999999966,3.9800109999999904,319.5929993,304.27920104000003,63.44282272217672,340.42895142277416,272.363052877226,44.335835389679744
2018-04-27,316.25,317.450012,306.5,311.76001,7074400,10.950012000000015,-4.4899899999999775,319.6040009,305.19440124,61.536846243026055,340.91779674860027,273.5152079513998,13.09992072368219
2018-04-30,311.070007,317.880005,310.119995,312.459991,6088800,7.760009999999966,1.3899840000000268,320.0720001000001,305.83820128,58.253981830803376,340.0985135368541,277.5514893631459,7.539265099312604
2018-05-01,310.359985,313.480011,306.690002,313.299988,6036600,6.790008999999998,2.94000299999999,317.7959991000001,306.53380126,55.842726404992185,339.28565765188125,281.32734274811867,12.181194120796379
2018-05-02,311.649994,317.100006,310.399994,313.359985,5697100,6.700012000000015,1.7099910000000023,315.67999870000006,307.2300012,52.67264111866475,338.718789314006,284.3362093859939,10.194530993567861
2018-05-03,312.589996,312.589996,305.730011,311.690002,6135800,6.859984999999995,-0.8999939999999924,313.5789977,307.84300106,50.026265776305344,338.3204195244342,286.50657927556574,-3.2686901575263585
2018-05-04,308.709991,320.980011,307.670013,320.089996,8209500,13.309998000000007,11.380004999999983,312.81099839999996,308.68200068,57.62796257342661,337.5638276561481,290.3871701438518,70.50744826670268
2018-05-07,321.98999,329.019989,319.339996,326.26001,7117800,9.679993000000024,4.270020000000045,313.5679992,309.48860102,41.63537439324809,337.06552323210104,294.51847626789885,133.76870132332385
2018-05-08,325.899994,327.350006,323.049988,326.890015,4735700,4.300018000000023,0.9900210000000129,315.5550018,310.14320124,43.38479248257392,337.32353512379893,297.142465176201,148.46809076963692
2018-05-09,328.790009,331.950012,327.51001,330.299988,5633400,4.440001999999993,1.509978999999987,318.0089996,310.9370013,47.97500328552428,338.3984111207118,298.7305866792881,185.90850691203605
2018-05-10,331.5,332.059998,327.339996,329.600006,5302300,4.720002000000022,-1.8999939999999924,319.5709991,311.70140132000006,51.662747676458906,339.491746833209,299.672251566791,185.6323110842625
2018-05-11,329.649994,331.26001,324.869995,326.459991,4589700,6.390015000000005,-3.19000299999999,321.04099720000005,312.42280084000004,57.91403472015193,340.09123569486627,300.5537624051337,156.49883042579012
2018-05-14,327.25,330.5,327.040009,328.529999,4089800,3.4599910000000023,1.2799989999999752,322.64799800000003,312.97240106000004,77.23480391076922,340.52594817838843,302.19404992161157,180.15280748547383
2018-05-15,325.940002,326.940002,322.429993,326.130005,4746100,4.510008999999968,0.19000299999999015,323.9309997,313.19500116,75.06771175791653,338.9076988064628,302.81929999353724,140.2595889892023
2018-05-16,326.279999,329.720001,325.140015,328.190002,3671700,4.579986000000019,1.9100030000000174,325.41400139999996,313.25440118000006,70.6121487124101,337.78674527603175,303.30725482396826,159.69289987187108
2018-05-17,327.529999,330.450012,323.170013,325.220001,4935700,7.279999000000032,-2.3099979999999505,326.7670013,313.33560112000004,69.10848033504662,336.60842711118346,303.73757188881643,101.98276539435815
2018-05-18,324.899994,326.420013,322.799988,324.179993,3577700,3.6200249999999983,-0.7200009999999679,327.176001,313.47920098000003,66.47920774281918,336.1557228893327,303.8312765106671,75.41533450744855
2018-05-21,327.109985,331.880005,325.450012,331.820007,6657300,6.429992999999968,4.710021999999981,327.73200069999996,313.48680107999996,71.86027568234508,337.6350103359511,303.6649895640489,177.9555113264436
2018-05-22,334.049988,336.630005,331.149994,331.619995,5964400,5.48001099999999,-2.4299929999999677,328.2049987,313.69320122,71.48236470588246,338.2612207092655,305.49877979073455,152.8213681380553
2018-05-23,329.040009,345.0,328.089996,344.720001,10049100,16.910004000000015,15.679992000000027,329.64700000000005,314.27000114,80.62301586632007,341.3632474692574,306.2927521307426,305.99290846731344
2018-05-24,344.339996,354.0,341.119995,349.290009,14758600,12.880004999999983,4.950013000000013,331.6160003,314.82480156,79.14170801909799,345.8525824327212,305.3344169672789,339.6281643399575
2018-05-25,349.899994,354.359985,348.829987,351.290009,7817400,5.529997999999978,1.3900150000000053,334.09900209999995,315.42880182,77.24797133238981,349.76700594146746,305.37299335853254,353.5512315699614
2018-05-29,351.5,356.100006,346.709991,349.730011,9717900,9.390015000000005,-1.7699890000000096,336.2190033,316.0544018,74.3704526263927,352.5289989196237,306.3380023803763,287.14704253203104
2018-05-30,352.369995,354.0,349.26001,353.540009,5685500,4.7399899999999775,1.1700139999999806,338.96000369999996,316.85560176,74.58738979934454,355.6095473765497,307.28145602345035,319.1826467383849
2018-05-31,353.799988,355.529999,350.209991,351.600006,6921700,5.320007999999973,-2.1999819999999772,341.30100410000006,317.53760188,72.68038337765431,357.5476852318338,309.1673202681662,265.36465496406635
2018-06-01,353.880005,359.98999,352.820007,359.929993,7112300,7.169983000000002,6.049988000000042,344.77200330000005,318.40660152000004,81.16965990373569,360.4774606307297,311.0615439692703,354.3677705626724
2018-06-04,362.679993,363.0,355.51001,361.809998,7682000,7.4899899999999775,-0.8699950000000172,348.5350038,319.50880124,81.10278478156407,363.99290368544604,311.7181011145539,338.15248780775755
2018-06-05,363.320007,369.829987,361.410004,365.799988,8358000,8.419983000000002,2.4799810000000093,351.9330019,320.80600096000006,86.00468647437776,368.1662124164002,311.4987901835998,341.6285187788441
2018-06-06,367.779999,369.679993,363.329987,367.450012,7712300,6.350006000000008,-0.32998699999996006,355.51600360000003,321.74800108000005,85.89975423213747,372.0398227898183,311.6811795101816,321.8766010768532
2018-06-07,368.540009,368.700012,357.799988,361.399994,8278000,10.90002400000003,-7.140015000000005,357.18400290000005,322.96220092000004,81.3192075196722,374.2837962298409,312.547206670159,203.47996455031432
2018-06-08,358.059998,362.390015,356.25,360.570007,5225700,6.140015000000005,2.510008999999968,358.3120027,324.45820128,81.61597079411746,376.02081634824395,313.90718665175604,159.11629361107023
2018-06-11,361.880005,365.670013,360.910004,361.450012,4432400,4.760008999999968,-0.42999299999996765,359.32800299999997,325.7802014,79.16910915665535,377.3202522858068,316.10675281419316,140.74286535291185
2018-06-12,363.600006,365.980011,362.0,363.829987,4291000,3.9800109999999904,0.22998100000000932,360.73800059999996,327.45100096,80.40399241804849,378.7394795859214,318.2175243140786,144.9079728930096
2018-06-13,367.529999,384.25,364.109985,379.929993,18222800,20.140015000000005,12.39999400000005,363.376999,329.3762005599999,81.4543411503061,382.6067321273339,319.7302705726661,308.0556336110524
2018-06-14,384.269989,395.029999,383.25,392.869995,14598300,11.779998999999975,8.600006000000008,367.50399790000006,331.45480041999997,83.86694696509002,389.0330298163685,319.77197218363165,435.09032723079844
2018-06-15,390.709991,398.859985,387.51001,391.980011,13588100,11.349974999999972,1.2700199999999882,370.70899970000005,333.41500061999994,82.17619293328275,393.38244974189877,322.09855325810133,370.2536096342427
2018-06-18,387.720001,393.160004,386.5,390.399994,6824800,6.660004000000015,2.6799929999999677,373.5679993,335.4460003799999,82.15018368141997,395.85995650211396,326.2430465978862,325.2863550048901
2018-06-19,389.5,405.290009,388.5,404.980011,16697100,16.790008999999998,15.48001099999999,377.4860016,337.7470007399999,84.74735753921703,401.88008974454624,327.5389137554538,424.0550385406215
2018-06-20,415.149994,419.470001,409.600006,416.76001,16494600,9.869995000000017,1.61001600000003,382.4170014,340.1208008,88.85046003330115,409.5276940914227,328.4053109085773,489.48410538153087
2018-06-21,421.380005,423.209991,406.369995,415.440002,18389900,16.839995999999985,-5.94000299999999,387.82100219999995,342.35620058,86.11579848686335,416.36010981059417,328.6448952894059,405.1105629573215
2018-06-22,419.980011,420.5,409.649994,411.089996,10428600,10.850006000000008,-8.890015000000005,392.8730011,344.39300049999997,81.06402823458043,421.23594616035,329.94905763965,316.2810345563202
2018-06-25,404.690002,405.98999,378.75,384.480011,22490900,27.239989999999977,-20.209991000000002,395.176001,345.84960084,59.162260620417875,421.56924793371957,332.93475606628033,41.6682936138843
2018-06-26,393.279999,404.779999,389.049988,399.390015,15191200,15.73001099999999,6.11001600000003,398.7320038,347.68180115999996,63.862846959921754,423.11438778464594,336.35561661535394,145.18300545687316
2018-06-27,407.559998,411.589996,390.0,390.390015,16541400,21.589995999999985,-17.169983000000002,399.778006,348.7684015,62.268312410846896,423.37366998230357,339.7813350176964,50.62606809597153
2018-06-28,395.0,396.899994,387.100006,395.420013,12219900,9.799987999999985,0.4200129999999831,400.0330078,349.9864019799999,64.24193064608431,423.4907578526471,344.0462478473529,70.75471831028455
2018-06-29,399.190002,401.329987,390.549988,391.429993,9252500,10.779999000000032,-7.760008999999968,399.978006,351.16100159999996,61.94802167297581,423.55519768783114,347.13180801216873,24.343294447051914
2018-07-02,385.450012,398.380005,380.0,398.179993,8142500,18.380004999999983,12.72998100000001,400.75600590000005,352.56920168000005,63.228835334464875,424.0984929252051,350.22551227479477,59.4706145988806
2018-07-03,399.48999,399.980011,389.5,390.519989,5280300,10.48001099999999,-8.970000999999968,399.31000370000004,354.00580142,54.36197057478618,423.9532435569067,352.8427617430932,-4.567549071770706
2018-07-05,393.799988,399.23999,390.859985,398.390015,8448900,8.380004999999983,4.5900270000000205,397.4730042,355.8332019400001,52.37277199666011,424.3359128597416,355.5540927402583,48.023129712598035
2018-07-06,397.450012,408.649994,395.519989,408.25,8629600,13.130004999999983,10.799987999999985,396.754004,357.88300174000005,56.49292842196455,424.82411904667515,359.7508871533248,113.75433861649351
2018-07-09,415.950012,419.119995,411.100006,418.970001,11127500,8.01998900000001,3.0199890000000096,397.54200449999996,359.98280154,60.62634669942443,426.20470882812214,364.21029677187784,176.38470193084913
2018-07-10,417.23999,419.440002,413.079987,415.630005,9382900,6.360014999999976,-1.6099849999999947,400.6570039,362.06020143999996,54.322587561305276,425.8059988364807,370.0270060635192,148.14089608135518
2018-07-11,411.339996,419.769989,410.600006,418.649994,9713900,9.169983000000002,7.309998000000007,402.58300180000003,364.18400149999997,50.82582523666734,424.99023803570367,376.3247675642963,170.80052139652113
2018-07-12,415.160004,416.790009,407.799988,413.5,12743300,8.990021000000013,-1.660004000000015,404.8940003,366.18800174000006,49.17977259057855,425.2378179370447,379.4341883629553,137.193979918079
2018-07-13,409.190002,410.0,395.079987,395.799988,15719000,14.920012999999983,-13.390014000000008,404.9319978,367.83680179999993,44.19116846230258,425.16580184234726,379.79920375765266,6.67317042756565
2018-07-16,398.980011,403.359985,391.75,400.480011,22960000,11.609984999999995,1.5,405.8369996,369.6126019799999,57.293942566693886,425.0749155957026,380.7400900042974,38.68185367677672
2018-07-17,346.950012,385.0,344.0,379.480011,58410400,41.0,32.529998999999975,403.9670014,370.8004022799999,41.40105565128556,426.29373119267206,378.4292761073279,-95.64393004174738
2018-07-18,381.23999,383.130005,372.359985,375.130005,21746300,10.770019999999988,-6.109984999999995,402.428003,371.7778021799999,43.133548153243325,427.6653758148478,374.07263088515214,-125.13329016888618
2018-07-19,371.059998,375.75,363.0,364.230011,16878700,12.75,-6.829987000000017,399.0120026,372.5246020999999,36.66980568005571,428.54844556662204,367.9365612333778,-192.69225328946266
2018-07-20,364.920013,370.5,360.140015,361.049988,15096700,10.359984999999995,-3.8700249999999983,394.2920014,373.1396020999999,36.92546430496119,428.93353896097375,362.11246643902604,-200.7866979757615
2018-07-23,359.149994,363.899994,353.600006,362.660004,11505200,10.299987999999985,3.5100100000000225,388.66100169999993,373.8008020599999,34.005778580703165,428.7093847816719,357.493621418328,-182.2230263024251
2018-07-24,366.940002,367.399994,354.559998,357.320007,12851500,12.839995999999985,-9.619995000000017,382.8300019,374.41800237999996,34.73143714726727,430.6542724174098,352.8327333825901,-202.1107748569199
2018-07-25,357.570007,363.279999,355.649994,362.869995,8467800,7.630004999999983,5.299988000000042,377.252002,375.1048023,33.308265043248525,430.699986902605,349.13501689739496,-139.47710094244803
2018-07-26,358.190002,365.540009,356.630005,363.089996,6993700,8.910004000000015,4.899993999999992,372.21100160000003,375.84400212,26.66391828692923,431.05941653968637,346.04558536031357,-118.69494226354928
2018-07-27,366.850006,367.0,351.649994,355.209991,8949500,15.350006000000008,-11.640015000000005,368.1520019,376.3844019,16.056228636349488,431.41890248036697,341.66509721963286,-141.9982654621824
2018-07-30,351.929993,352.029999,334.019989,334.959991,18260700,18.010009999999966,-16.970002000000022,361.59999990000006,376.57920170000006,13.606433699279862,434.07212493643607,333.3648745635639,-239.55145354434873
2018-07-31,331.51001,342.5,328.0,337.450012,14085400,14.5,5.940001999999993,357.39700000000005,376.84460208,13.191331320883947,434.56451929226114,326.79948210773887,-173.759591623388
2018-08-01,335.869995,344.410004,334.019989,338.380005,7790500,10.390015000000005,2.5100099999999657,353.72200000000004,376.9758020400001,14.592788906199829,434.91742732808495,321.232575671915,-128.9956141121626
2018-08-02,337.230011,345.0,334.709991,344.5,7131300,10.290008999999998,7.26998900000001,351.74899890000006,377.23340214,22.857167014345478,433.26771557873974,317.4932859212603,-57.05405622595979
2018-08-03,347.75,347.859985,338.480011,343.089996,8848400,9.379974000000004,-4.660004000000015,349.9529997,377.20080204,18.546537350640094,429.55327756021546,314.6917235397845,-40.29511022682183
2018-08-06,342.869995,351.980011,341.73999,350.920013,8198100,10.240021000000013,8.050017999999966,348.77900059999996,377.23340211999994,31.706395050170357,422.40566392202743,315.0343383779724,21.22199356711757
2018-08-07,353.230011,357.309998,349.01001,351.829987,7970900,8.299987999999985,-1.4000239999999735,348.2299986,377.24420168000006,34.38755745307418,414.8867389068258,316.17326159317406,44.21339124512819
2018-08-08,352.209991,352.290009,346.609985,347.609985,5394700,5.680024000000003,-4.600006000000008,346.70399760000004,377.20180115999995,37.76860671666412,405.0653661450038,318.89063345499613,18.215145515976694
2018-08-09,347.959991,352.440002,345.820007,349.359985,4820300,6.619995000000017,1.3999939999999924,345.3309965,377.1182006799999,41.211847304856214,394.65817935829364,322.88381874170636,44.8260612441915
2018-08-10,346.910004,349.100006,344.420013,345.869995,4328400,4.6799930000000245,-1.0400089999999977,344.39699690000003,377.0036004599999,37.724804655979845,388.02389905472967,324.5250997452704,18.80685231568358
2018-08-13,339.890015,347.190002,339.070007,341.309998,6888900,8.119995000000017,1.419983000000002,345.0319976,376.6312005599999,38.16002656530613,377.95174651185226,328.68025098814775,-15.561192564181766
2018-08-14,342.089996,342.410004,336.25,337.48999,5805200,6.160004000000015,-4.600006000000008,345.0359954,376.14480039999995,30.737703169946514,373.50937711421534,328.92361828578464,-40.67197214714967
2018-08-15,334.029999,335.5,321.0,326.399994,11784500,14.5,-7.630004999999983,343.8379943,375.35680052,26.097719189635995,370.7171877326924,326.84280656730755,-123.18944460384526
2018-08-16,329.899994,331.170013,321.209991,322.440002,6689700,9.96002199999998,-7.459992,341.63199449999996,374.45660031999995,27.502407009837682,370.32661422145145,323.05437917854874,-146.31285671531842
2018-08-17,319.01001,324.369995,312.959991,316.779999,10407900,11.410004000000015,-2.2300110000000473,339.0009948,373.5642004199999,34.392175053870204,370.6107223073852,318.34327219261485,-198.40275796881406
2018-08-20,314.640015,331.600006,310.929993,327.730011,13591100,20.670012999999983,13.089995999999985,336.68199459999994,372.90740049999977,42.71364057169249,368.4125602486327,317.04843495136726,-64.52330441474791
2018-08-21,331.0,341.5,329.700012,338.019989,14783200,11.799987999999985,7.01998900000001,335.3009948,372.4388000399998,49.76333411026417,366.57491849248333,316.9560749075167,43.80656836080792
2018-08-22,338.48999,346.209991,337.410004,344.440002,8930700,8.799986999999987,5.950012000000015,334.9839965,372.0510003399998,49.960713717260234,363.64025756500735,318.04773653499274,108.23797340152753
2018-08-23,348.109985,350.079987,337.649994,339.170013,11336400,12.429993000000024,-8.939972000000012,333.9649993,371.23580073999983,47.55672873529212,359.8977000054302,319.39829579456995,53.526706283840525
2018-08-24,346.0,359.149994,344.540009,358.820007,14729100,14.609984999999995,12.820006999999976,335.26000049999993,370.55480097999987,54.29161150764665,360.71656258379267,318.94043481620747,241.33860005598586
2018-08-27,367.149994,374.48999,360.0,364.579987,17427300,14.489989999999977,-2.5700069999999755,337.58699939999997,370.0068004999999,56.57962950421051,364.7842099036484,317.83478709635176,277.8295414180409
2018-08-28,367.230011,369.98999,360.380005,368.48999,9222600,9.609984999999995,1.259978999999987,340.6869994,369.5686004199999,60.80969907264917,369.19240511009224,316.5305896899079,297.3612185013365
2018-08-29,367.200012,369.859985,362.910004,368.040009,8118700,6.94998099999998,0.8399969999999826,344.8510009,368.8298003799999,59.80270599677984,372.8627916708284,315.8262035291716,281.55540043662916
2018-08-30,365.0,376.809998,363.540009,370.980011,10981000,13.26998900000001,5.98001099999999,349.7050018,367.9142003999998,63.25347291439449,376.5758607657122,314.7611355342878,280.2373229830967
2018-08-31,370.660004,376.0,367.079987,367.679993,7943400,8.920012999999983,-2.9800109999999904,354.7950012,366.95900021999995,64.10613231293573,379.2940110357259,314.5019849642742,233.50043428915404
2018-09-04,366.470001,368.880005,361.26001,363.600006,7605200,7.61999499999996,-2.869995000000017,358.38200070000005,366.0092004199999,63.928320967381765,380.7454199315501,314.3185753684498,181.67121601985485
2018-09-05,360.0,363.390015,335.829987,341.179993,13092800,27.56002799999999,-18.820006999999976,358.69800110000006,365.14320006,57.0340776336638,380.264236275521,313.73475962447884,-16.215664445944864
2018-09-06,347.440002,356.0,341.98999,346.459991,13050200,14.010010000000023,-0.9800109999999904,358.9000000000001,364.08459958,61.2897140195686,380.2062690279967,313.67772747200314,13.31862980744778
2018-09-07,342.200012,355.75,341.25,348.679993,9105800,14.5,6.479981000000009,359.85099800000006,363.25039914,65.49446439512275,380.1632521985062,313.6527451014936,14.602625933453613
